session_id
ses-RatR4_00base0
ses-RatR4_01CA1_stim
ses-RatR4_02base1
ses-RatR4_03DG_stim
ses-RatR4_04base2
ses-RatR4_05ANT_stim
ses-RatR4_06base3
ses-RatR4_07CA3_stim
